1.5181,0.64232,0.97138,1.0166,0.39542,0.39442,2.5491,0.51267,1.5052,0.58688,0.85666,1.0439,0.45327,0.4506,2.5536,0.55,0.18031,0.089181,0.11877,0.1679,0.038493,0.045273,0.2972,0.062862,0.16418,0.19403,0.15423,0.21393,0.10448,0.12438,0.17413,0.14428,0.27861,0.38308,0.40299,0.41791,0.36318,0.46269,0.29851,0.32338,-1.743,-1.072,-1.3784,-0.87747,-1.3368,-1.2825,-1.5176,-1.434,1.5116,0.80847,1.4046,0.54943,0.59712,0.68365,1.2075,1.0883,-0.8063,-0.49482,-0.86468,-0.3899,-0.33508,-0.44559,-0.72392,-0.70202,0.30418,0.29965,0.42121,0.15892,0.23272,0.23069,0.31173,0.33134
2.098,0.29811,0.7941,1.0666,0.39503,0.54031,2.3332,0.47466,2.0705,0.30695,0.76837,1.0416,0.39581,0.55928,2.4253,0.43227,0.27151,0.032383,0.098784,0.15285,0.037406,0.07427,0.27579,0.05701,0.199,0.16915,0.199,0.24378,0.1791,0.1791,0.1791,0.21891,0.40796,0.36816,0.37313,0.44776,0.37313,0.43284,0.34826,0.35323,-1.4553,-1.2893,-1.4732,-1.2023,-1.345,-1.1016,-1.446,-1.3474,1.2454,0.67649,1.2574,0.93259,0.75743,0.71392,1.1106,0.96102,-0.74673,-0.34903,-0.69409,-0.45692,-0.55226,-0.53363,-0.69765,-0.38214,0.27664,0.23362,0.26545,0.14346,0.32619,0.26295,0.35018,0.18476
1.6973,0.46686,1.0621,0.9113,0.32638,0.33746,2.8087,0.38986,1.5803,0.52267,0.95892,0.92547,0.3642,0.38058,2.8632,0.40464,0.19256,0.052223,0.14325,0.12766,0.034913,0.037787,0.35498,0.056635,0.1791,0.1393,0.199,0.18905,0.1393,0.12438,0.16418,0.24378,0.28358,0.30846,0.36816,0.37811,0.33333,0.35323,0.26866,0.37313,-1.7456,-1.3197,-1.257,-1.3208,-1.3814,-1.4599,-1.7545,-1.2698,1.58,0.74541,1.1711,1.0571,0.72408,0.97417,1.6154,0.82985,-0.87294,-0.45365,-0.71545,-0.71528,-0.2634,-0.53525,-0.92644,-0.36202,0.34843,0.26521,0.30854,0.32965,0.11335,0.20415,0.32441,0.20989
2.2416,0.4317,1.4316,0.84497,0.39963,0.48231,1.8637,0.30452,2.4053,0.45668,1.2081,0.8665,0.3988,0.50213,1.8479,0.31462,0.3021,0.040013,0.19158,0.10986,0.037514,0.063128,0.21705,0.038752,0.19403,0.16418,0.21891,0.17413,0.12438,0.19403,0.23383,0.20896,0.35821,0.32836,0.43284,0.37313,0.44279,0.39801,0.35821,0.39303,-1.472,-1.4566,-0.91656,-1.0864,-1.1696,-1.2295,-1.5661,-1.1645,1.2602,0.87975,0.62152,0.64721,0.49522,0.71134,1.24,0.65465,-0.75777,-0.55718,-0.38955,-0.51253,-0.47776,-0.38017,-0.63252,-0.42382,0.29461,0.34281,0.11031,0.27374,0.33355,0.19179,0.2113,0.30122
1.7144,0.48852,1.7027,0.61007,0.37684,0.33833,2.3502,0.41902,1.6012,0.53081,1.6232,0.66436,0.40216,0.35842,2.376,0.44384,0.17721,0.047628,0.25601,0.059813,0.047058,0.037025,0.31904,0.056217,0.16915,0.10448,0.20398,0.10945,0.16418,0.1393,0.18905,0.20398,0.28856,0.25373,0.34328,0.35821,0.43781,0.35821,0.26368,0.42786,-1.693,-1.633,-1.0738,-1.4761,-1.1702,-1.2631,-1.8323,-1.2753,1.235,1.0938,0.96946,0.9867,0.65637,0.57171,1.759,0.7319,-0.46473,-0.50227,-0.53098,-0.66783,-0.51374,-0.31208,-0.96471,-0.36065,0.15723,0.21666,0.28487,0.31702,0.28092,0.18956,0.27568,0.19918
2.0369,0.29825,1.2997,0.71204,0.32998,0.42982,2.5231,0.37023,2.139,0.32357,1.1342,0.73611,0.36695,0.47284,2.4335,0.39387,0.28781,0.035923,0.16031,0.10625,0.038016,0.055479,0.26643,0.049779,0.25871,0.20896,0.199,0.23881,0.1791,0.18905,0.20896,0.20896,0.36318,0.42786,0.40299,0.42289,0.41294,0.41294,0.36318,0.41294,-1.4609,-1.1765,-0.93641,-1.1131,-1.1873,-1.3243,-1.5478,-1.0643,1.3112,0.62135,0.71431,0.87471,0.69371,0.91179,1.1932,0.5004,-0.77051,-0.39297,-0.46818,-0.54878,-0.53738,-0.44859,-0.59353,-0.26131,0.31842,0.23892,0.28013,0.22911,0.27919,0.16236,0.24699,0.22201
1.8316,0.72988,1.4046,0.8239,0.29719,0.27353,2.3405,0.29887,1.814,0.70085,1.3427,0.84855,0.32121,0.3068,2.3553,0.31052,0.20109,0.099199,0.19538,0.08799,0.040525,0.031318,0.30224,0.042265,0.17413,0.199,0.1791,0.14925,0.19403,0.13433,0.19403,0.23881,0.27861,0.36816,0.31841,0.31343,0.36318,0.43284,0.31343,0.40796,-1.9842,-1.2847,-1.1626,-1.3688,-1.2703,-1.1878,-1.7036,-1.2067,1.966,0.99114,1.0386,0.99368,0.8181,0.61487,1.6423,0.81311,-1.1379,-0.41798,-0.60262,-0.62317,-0.33624,-0.51154,-0.95436,-0.54252,0.39644,0.14569,0.32178,0.25221,0.037842,0.29495,0.30362,0.31932
1.5435,0.70748,1.5565,0.62238,0.47203,0.39193,2.0066,0.69964,1.609,0.66566,1.4126,0.59451,0.48128,0.41908,2.1104,0.70737,0.19845,0.084528,0.21215,0.082953,0.056927,0.048953,0.23135,0.084687,0.199,0.18905,0.21891,0.22388,0.21393,0.16418,0.1791,0.18408,0.38806,0.35323,0.39801,0.38806,0.42786,0.35821,0.32338,0.35323,-1.448,-1.1316,-0.95117,-1.1335,-1.1576,-1.3269,-1.6148,-1.4328,1.2003,0.73139,0.7055,0.8489,0.67881,0.91838,1.3578,1.2417,-0.61922,-0.35223,-0.44941,-0.50813,-0.54576,-0.51576,-0.77836,-0.78619,0.22941,0.23012,0.30369,0.25521,0.30607,0.22791,0.29005,0.41489
0.2813,1.0466,0.43329,1.5543,0.75001,0.90145,2.5229,0.51008,0.36092,1.0176,0.55204,1.51,0.76116,1.0787,2.1263,0.59336,0.038827,0.11637,0.066897,0.25061,0.097336,0.14887,0.20565,0.075444,0.21393,0.20398,0.28358,0.32836,0.29851,0.30846,0.199,0.23881,0.50249,0.44776,0.47761,0.43284,0.45274,0.43781,0.40796,0.46269,-1.0286,-1.0837,-0.94426,-0.56318,-0.76621,-0.7912,-1.0469,-0.8668,0.52759,0.88783,0.69353,0.65941,0.56609,0.67673,0.51444,0.51624,-0.41631,-0.58476,-0.49275,-0.32897,-0.1867,-0.3024,-0.55189,-0.36387,0.18979,0.34698,0.42928,0.31796,0.30257,0.25797,0.45279,0.42252
0.27461,2.8347,0.45816,0.72004,1.1175,0.80424,0.90556,0.88514,0.28594,2.8059,0.46504,0.71224,1.0609,0.85734,0.89513,0.91748,0.041801,0.34203,0.058283,0.093657,0.14077,0.10888,0.11397,0.10061,0.30348,0.20896,0.21393,0.24378,0.26368,0.23881,0.21891,0.20896,0.45771,0.43284,0.45274,0.45274,0.37811,0.41294,0.41294,0.45771,-0.98715,-1.2931,-1.0228,-0.97418,-1.044,-0.9692,-1.0834,-0.98952,0.72877,1.0611,0.55527,0.56741,0.72962,0.45359,0.57264,0.36848,-0.50142,-0.55427,-0.27694,-0.41958,-0.29344,-0.23554,-0.17667,-0.32146,0.31248,0.24679,0.27059,0.31294,0.27502,0.23733,0.2021,0.38477
